,Магазин,Координаты и время,Категория,Бренд,Номер карты,Количество товаров,Цена
4329,PiterGSM,"('59.9323949,30.3661284', '11:54')",Холодильник,Fuzion,5106389732740335,51,21000
4330,Рив Гош,"('59.990724,30.2053798', '19:44')",Тональник,Kiehl's,5106872972716574,73,1300
4331,Подружка,"('59.9604693,30.3164542', '20:09')",Крем,Anastasia Beverly Hills,4274691980156188,5,2699
4332,Sephora,"('59.92824665,30.35999192', '16:15')",Гель,Laura Mercier,4274788462566583,6,205
4333,SMEG,"('59.9547305,30.3265232', '16:24')",Кондиционер,Core i7,5106603929909730,5,14605
4334,Спортмастер,"('59.9128513,30.446262', '20:56')",Пальто,Alexander McQueen,4276593270403113,16,1795
4335,SMEG,"('59.9547305,30.3265232', '16:24')",Плеер и аудиотехника,Crucial,5189360651363703,100,5599
4336,Котофото,"('59.9252998,30.3170072', '16:42')",Микроволновая печь,Chengshan,4279583038963507,7,13400
4337,Stokmann,"('59.9325138,30.3597223', '17:57')",Перчатки,Roksanda,4272679680070081,60,100
4338,Эльдорадо,"('59.94584125,30.480875', '16:34')",Плеер и аудиотехника,Kenda,4279786790568099,27,6805
4339,Отдел,"('60.04797585,30.26449915', '13:07')",Штаны,Off-White,4276552755708645,95,200
4340,Code7,"('59.9595411,30.3145212', '11:19')",Шорты,Chloe,4274483123076848,6,1795
4341,SMEG,"('59.9547305,30.3265232', '16:24')",Микроволновая печь,Indesit,5189685975461595,86,8900
4342,Citilink,"('59.9992825,30.3597408', '19:16')",Стиральная машина,G.Skill,5106652437084526,38,29199
4343,Citilink,"('59.9992825,30.3597408', '19:16')",Микроволновая печь,BitFenix,5106739005125610,8,8701
4344,DNS,"('59.8835274,30.370143', '10:22')",Планшет,JBL,4274869430743617,74,19800
4345,DNS,"('59.8835274,30.370143', '10:22')",Гарнитура,Samsung,5106233794108577,21,795
4346,Отдел,"('60.04797585,30.26449915', '13:07')",Бикини,Hobbs,5106357415662791,74,4601
4347,Citilink mini,"('60.0474289,30.3748429', '10:37')",Стиральная машина,GIGABYTE,4274807403220080,70,8605
4348,Золотое яблоко,"('59.931709,30.35935454', '19:33')",Тональник,Too Faced,5106156833990969,64,1195
4349,Золотое яблоко,"('59.931709,30.35935454', '19:33')",Румяна,MAC Cosmetics,4274440453969786,37,2099
4350,Yves Rocher,"('59.9650697,30.3106416', '15:23')",Тушь,Youth to the People,4272915705354455,24,905
4351,Familia,"('59.92634555,30.32030116', '11:53')",Рубашка,Claudie Pierlot,4274374136383338,96,3005
4352,Отдел,"('60.04797585,30.26449915', '13:07')",Перчатки,A.L.C.,5404410050999198,73,99
4353,Котофото,"('59.9252998,30.3170072', '16:42')",Смартфон,Mickey Thompson,4272742854455432,24,51701
4354,DNS,"('59.8835274,30.370143', '10:22')",Холодильник,Vivo,5106695184205038,42,96499
4355,Sephora,"('59.92824665,30.35999192', '16:15')",Маскара,Guerlain,4274575636509562,73,200
4356,SMEG,"('59.9547305,30.3265232', '16:24')",Гарнитура,Kenwood,5106884088550555,97,7600
4357,Технопарк,"('59.90775075,30.32520831', '21:03')",Принтер,Indesit,5106774800800975,47,14000
4358,Citilink,"('59.9992825,30.3597408', '19:16')",Ноутбук,OnePlus,4274699806397953,31,111500
4359,Citilink mini,"('60.0474289,30.3748429', '10:37')",Стиральная машина,Alcatel,5106481704618180,90,12100
4360,Спортмастер,"('59.9128513,30.446262', '20:56')",Шорты,Alexander Wang,4274230692907700,18,299
4361,Citilink,"('59.9992825,30.3597408', '19:16')",Планшет,Continental,4274657726857914,16,2600
4362,Citilink,"('59.9992825,30.3597408', '19:16')",Кондиционер,ZTE,5106485290287351,33,15000
4363,М.Видео,"('59.9907784,30.2061089', '15:19')",Микроволновая печь,Akuret,5106198309992998,47,21895
4364,Котофото,"('59.9252998,30.3170072', '16:42')",Принтер,HyperX,5106524498473662,23,8799
4365,Л'Этуаль,"('59.9263549,30.32150747', '10:22')",Крем,Violet Voss,4274326100354943,85,5
4366,Гум,"('59.9937587,30.1931236', '19:11')",Куртка,Reiss,4279919958610643,19,7901
4367,Эльдорадо,"('59.94584125,30.480875', '16:34')",Телевизор,Bosch,4276921247805572,93,76295
4368,Эльдорадо,"('59.94584125,30.480875', '16:34')",Планшет,be quiet!,4272855443539062,90,25605
4369,Stokmann,"('59.9325138,30.3597223', '17:57')",Футболка,Monsoon,5469800760587172,38,495
4370,DNS,"('59.8835274,30.370143', '10:22')",Фотокамера,Riken,4276366272273222,9,50499
4371,М.Видео,"('59.9907784,30.2061089', '15:19')",Принтер,Miele,5189496064257740,84,8501
4372,М.Видео,"('59.9907784,30.2061089', '15:19')",Смартфон,Continental,5106453094794125,10,65900
4373,Л'Этуаль,"('59.9263549,30.32150747', '10:22')",Блеск,Josie Maran,4279275734900185,26,99
4374,Золотое яблоко,"('59.931709,30.35935454', '19:33')",Помада,Avene,4272328744016905,5,495
4375,Гум,"('59.9937587,30.1931236', '19:11')",Шорты,Warehouse,5106578427485347,60,1800
4376,Citilink mini,"('60.0474289,30.3748429', '10:37')",Гарнитура,Toshiba,5106773303808706,95,1701
4377,Отдел,"('60.04797585,30.26449915', '13:07')",Блузка,Vans,4279623994944045,56,900
4378,Отдел,"('60.04797585,30.26449915', '13:07')",Перчатки,Ted Baker,4274280274870334,72,395
4379,Гум,"('59.9937587,30.1931236', '19:11')",Шапка,Ba&sh,5106576108319958,67,1300
4380,Stokmann,"('59.9325138,30.3597223', '17:57')",Шарф,Karen Millen,5106531815848276,43,301
4381,Yves Rocher,"('59.9650697,30.3106416', '15:23')",Тональник,Tata Harper,4274749116294470,92,905
4382,Citilink mini,"('60.0474289,30.3748429', '10:37')",Планшет,Toshiba,4274170310609271,17,20905
4383,Familia,"('59.92634555,30.32030116', '11:53')",Платье,Celine,4274267972973819,84,499
4384,Спутник,"('59.9189277,30.346303', '12:43')",Тушь,Drunk Elephant,5106932750492327,41,905
4385,Подружка,"('59.9604693,30.3164542', '20:09')",Румяна,Algenist,4274728849584422,93,299
4386,Yves Rocher,"('59.9650697,30.3106416', '15:23')",Линер,Sunday Riley,4272556749114609,54,705
4387,ИЛЬ ДЕ БОТЭ,"('59.9347512,30.3332064', '19:13')",Помада,Sunday Riley,5106937870360944,73,1500
4388,Спутник,"('59.9189277,30.346303', '12:43')",Линер,Charlotte Tilbury,4274507921445165,50,200
4389,ИЛЬ ДЕ БОТЭ,"('59.9347512,30.3332064', '19:13')",Шампунь,Filorga,5106216460097330,91,399
4390,Citilink mini,"('60.0474289,30.3748429', '10:37')",Смартфон,Xiaomi,5106280411231724,89,55801
4391,123.ru,"('59.90625125,29.70726325', '17:26')",Плеер и аудиотехника,Alienware,4272199415189796,24,2800
4392,DNS,"('59.8835274,30.370143', '10:22')",Гарнитура,Siemens,5106772857045620,75,9205
4393,Спутник,"('59.9189277,30.346303', '12:43')",Румяна,Marc Jacobs Beauty,5189933586898360,54,595
4394,MAC Cosmetics,"('59.92738625,30.36147265', '13:55')",Тушь,MAC Cosmetics,4273413826902465,47,299
4395,123.ru,"('59.90625125,29.70726325', '17:26')",Микроволновая печь,Intel,5106799338782825,46,2900
4396,Stokmann,"('59.9325138,30.3597223', '17:57')",Юбка,Warehouse,5469455475697607,10,899
4397,Эльдорадо,"('59.94584125,30.480875', '16:34')",Микроволновая печь,Rovelo,5106300862445433,14,7300
4398,Спутник,"('59.9189277,30.346303', '12:43')",Блеск,Clinique,4272535738516994,53,105
4399,Paper Shop,"('59.7933155,30.3309104', '13:56')",Футболка,Kate Spade,4273512238609519,75,2095
4400,Gate31,"('59.9307242,30.345161', '18:45')",Блузка,Baukjen,5106996361192107,9,2900
4401,Yves Rocher,"('59.9650697,30.3106416', '15:23')",Маскара,Omorovicza,4274444100323422,19,1200
4402,М.Видео,"('59.9907784,30.2061089', '15:19')",Телевизор,Aerocool,5106916862563742,15,85999
4403,Рив Гош,"('59.990724,30.2053798', '19:44')",Маскара,MAC Cosmetics,4279926909263600,27,1500
4404,Технопарк,"('59.90775075,30.32520831', '21:03')",Гарнитура,Deepcool,5106135398385362,13,2105
4405,Котофото,"('59.9252998,30.3170072', '16:42')",Ноутбук,G.Skill,4276516958465368,57,43895
4406,Л'Этуаль,"('59.9263549,30.32150747', '10:22')",Маскара,Too Faced,5213921606132132,89,195
4407,Fab Store,"('59.9302169,30.3246437', '11:30')",Шарф,Tommy Hilfiger,5404188590271174,75,395
4408,М.Видео,"('59.9907784,30.2061089', '15:19')",Кондиционер,Ryzen,4274407300214851,52,6600
4409,Citilink,"('59.9992825,30.3597408', '19:16')",Видеокамера,Chengshan,5106516083720314,16,34895
4410,Л'Этуаль,"('59.9263549,30.32150747', '10:22')",Шампунь,Fenty Beauty,5106853529929251,36,1205
4411,123.ru,"('59.90625125,29.70726325', '17:26')",Холодильник,Rovelo,4272894600930348,8,89299
4412,Stokmann,"('59.9325138,30.3597223', '17:57')",Штаны,Jigsaw,4274325384298776,21,5305
4413,MAC Cosmetics,"('59.92738625,30.36147265', '13:55')",Пудра,The Ordinary,4272932359431213,81,405
4414,Подружка,"('59.9604693,30.3164542', '20:09')",Шампунь,Makeup Forever,5404627902658207,10,399
4415,Familia,"('59.92634555,30.32030116', '11:53')",Плавки,Sandro,4274899482652227,41,1705
4416,Гум,"('59.9937587,30.1931236', '19:11')",Жилет,Tibi,4273824831184816,10,1705
4417,123.ru,"('59.90625125,29.70726325', '17:26')",Смартфон,Kenwood,5469495559267386,82,8095
4418,Эльдорадо,"('59.94584125,30.480875', '16:34')",Кондиционер,Pro Comp,5189452218091270,56,30500
4419,Subbota,"('59.9538908,30.296822', '14:00')",Костюм,Helmut Lang,4279508333105211,72,5401
4420,Fab Store,"('59.9302169,30.3246437', '11:30')",Ветровка,Zara,4274608836184020,23,2200
4421,DNS,"('59.8835274,30.370143', '10:22')",Ноутбук,Fitbit,4274910829111915,59,178295
4422,Familia,"('59.92634555,30.32030116', '11:53')",Ветровка,Chanel,4274694442730353,86,1705
4423,Sephora,"('59.92824665,30.35999192', '16:15')",Пудра,Ole Henriksen,4274740691619642,75,1199
4424,DNS,"('59.8835274,30.370143', '10:22')",Микроволновая печь,Riken,5189555692310914,96,800
4425,Гум,"('59.9937587,30.1931236', '19:11')",Бикини,White Stuff,5106388115850934,64,1800
4426,Подружка,"('59.9604693,30.3164542', '20:09')",Румяна,Zoeva,5469198099998123,21,3105
4427,Отдел,"('60.04797585,30.26449915', '13:07')",Рубашка,Blank NYC,4272409812436002,42,1495
4428,Спортмастер,"('59.9128513,30.446262', '20:56')",Свитер,Zadig & Voltaire,5469191300728466,34,6401
4429,Гум,"('59.9937587,30.1931236', '19:11')",Свитер,Seasalt Cornwall,4276627089135561,45,301
4430,М.Видео,"('59.9907784,30.2061089', '15:19')",Плеер и аудиотехника,Biostar,5106134483001899,20,6405
4431,Subbota,"('59.9538908,30.296822', '14:00')",Куртка,Versace,5106212306624302,40,1601
4432,Stokmann,"('59.9325138,30.3597223', '17:57')",Шорты,Osman,5404701350424737,94,2101
4433,PiterGSM,"('59.9323949,30.3661284', '11:54')",Ноутбук,Chengshan,4273703334935636,75,102300
4434,Stokmann,"('59.9325138,30.3597223', '17:57')",Платье,FRAME,5106219843165732,35,7305
4435,Sephora,"('59.92824665,30.35999192', '16:15')",Линер,Too Faced,5404169599275992,78,205
4436,Л'Этуаль,"('59.9263549,30.32150747', '10:22')",Парфюм,Dior,5106768333644358,33,4600
4437,ИЛЬ ДЕ БОТЭ,"('59.9347512,30.3332064', '19:13')",Блеск,Tatcha,4274635126122765,29,1501
4438,PiterGSM,"('59.9323949,30.3661284', '11:54')",Смартфон,ECS,4274685762668213,64,41200
4439,MAC Cosmetics,"('59.92738625,30.36147265', '13:55')",Крем,NIOD,5106860658238708,32,505
4440,DNS,"('59.8835274,30.370143', '10:22')",Фотокамера,Event,4279406371245915,15,63305
4441,Citilink mini,"('60.0474289,30.3748429', '10:37')",Ноутбук,Western Digital,4272180012461831,10,75905
4442,DNS,"('59.8835274,30.370143', '10:22')",Микроволновая печь,ECS,4274949716427142,6,13299
4443,PiterGSM,"('59.9323949,30.3661284', '11:54')",Фотокамера,Goform,4272379203423177,91,51505
4444,DNS,"('59.8835274,30.370143', '10:22')",Планшет,Event,4279499092124991,47,23799
4445,PiterGSM,"('59.9323949,30.3661284', '11:54')",Принтер,Western Digital,4272942035222590,38,3695
4446,ИЛЬ ДЕ БОТЭ,"('59.9347512,30.3332064', '19:13')",Лосьон,Murad,4272220157454738,11,699
4447,SMEG,"('59.9547305,30.3265232', '16:24')",Гарнитура,Threadripper,5106441452875700,16,1901
4448,PiterGSM,"('59.9323949,30.3661284', '11:54')",Кондиционер,Mickey Thompson,4274462970046349,84,29695
4449,Технопарк,"('59.90775075,30.32520831', '21:03')",Гарнитура,Sharp,5106424353055065,85,1399
4450,Familia,"('59.92634555,30.32030116', '11:53')",Футболка,Hobbs,5106720068258074,87,1600
4451,Code7,"('59.9595411,30.3145212', '11:19')",Плавки,Simone Rocha,4272764605024820,45,1999
4452,Stokmann,"('59.9325138,30.3597223', '17:57')",Штаны,New Balance,4274970407060698,37,8099
4453,Технопарк,"('59.90775075,30.32520831', '21:03')",Пылесос,Yokohama,5404614487712159,76,7495
4454,М.Видео,"('59.9907784,30.2061089', '15:19')",Смартфон,Google,5404532949268666,13,36595
4455,Отдел,"('60.04797585,30.26449915', '13:07')",Блузка,Whistles,4279297821585314,83,4000
4456,DNS,"('59.8835274,30.370143', '10:22')",Телевизор,NZXT,4274768102757413,67,84099
4457,Fab Store,"('59.9302169,30.3246437', '11:30')",Блузка,Karen Millen,5404808614480847,17,1305
4458,Citilink mini,"('60.0474289,30.3748429', '10:37')",Принтер,Canon,5106161512155752,50,29895
4459,Рив Гош,"('59.990724,30.2053798', '19:44')",Гель,Eve Lom,4279786688248364,40,1200
4460,Гум,"('59.9937587,30.1931236', '19:11')",Платье,Moschino,4274282357136399,53,3300
4461,Code7,"('59.9595411,30.3145212', '11:19')",Шапка,Hudson Jeans,5404907066700757,36,999
4462,PiterGSM,"('59.9323949,30.3661284', '11:54')",Монитор,Alcatel,4274893517937738,97,14795
4463,Л'Этуаль,"('59.9263549,30.32150747', '10:22')",Крем,Bobbi Brown,4274607001775378,64,705
4464,Котофото,"('59.9252998,30.3170072', '16:42')",Ноутбук,Eldorado,5106942979398967,67,164700
4465,Спутник,"('59.9189277,30.346303', '12:43')",Блеск,MAC Cosmetics,5106372233138519,18,1001
4466,MAC Cosmetics,"('59.92738625,30.36147265', '13:55')",Тональник,SkinCeuticals,5106359583290178,69,1100
4467,DNS,"('59.8835274,30.370143', '10:22')",Холодильник,Firestone,4279657049864951,67,101599
4468,М.Видео,"('59.9907784,30.2061089', '15:19')",Планшет,Kumho,4272765125454131,97,14700
4469,DNS,"('59.8835274,30.370143', '10:22')",Гарнитура,BitFenix,4279476023342244,85,1995
4470,Fab Store,"('59.9302169,30.3246437', '11:30')",Свитер,Kate Spade,5106435096741564,55,2105
4471,Yves Rocher,"('59.9650697,30.3106416', '15:23')",Линер,Marc Jacobs Beauty,4279329829158806,15,1000
4472,Stokmann,"('59.9325138,30.3597223', '17:57')",Жилет,Zadig & Voltaire,5189861746919747,60,2800
4473,Технопарк,"('59.90775075,30.32520831', '21:03')",Стиральная машина,NVIDIA,5106415905784893,78,10000
4474,Отдел,"('60.04797585,30.26449915', '13:07')",Штаны,Mary Katrantzou,4274991022056041,22,2400
4475,Отдел,"('60.04797585,30.26449915', '13:07')",Бикини,Mint Velvet,4279524265072035,35,1399
4476,Котофото,"('59.9252998,30.3170072', '16:42')",Видеокамера,Dyson,5106866153405349,59,78500
4477,Familia,"('59.92634555,30.32030116', '11:53')",Шапка,Vetements,4274353935002838,77,3200
4478,Северная Звезда,"('59.8732701,30.3380677', '19:49')",Консилер,Guerlain,4272444661188712,92,905
4479,Гум,"('59.9937587,30.1931236', '19:11')",Плавки,Jaeger,4279919477408087,30,799
4480,Citilink,"('59.9992825,30.3597408', '19:16')",Монитор,Zotac,5469370699260437,63,24199
4481,Yves Rocher,"('59.9650697,30.3106416', '15:23')",Блеск,Burt's Bees,5106738388076494,71,500
4482,DNS,"('59.8835274,30.370143', '10:22')",Фотокамера,Frigidaire,5106834737984556,70,12500
4483,Котофото,"('59.9252998,30.3170072', '16:42')",Фотокамера,Evergreen,4274761177414218,74,64405
4484,123.ru,"('59.90625125,29.70726325', '17:26')",Гарнитура,Gislaved,5106288770169789,70,1405
4485,Подружка,"('59.9604693,30.3164542', '20:09')",Блеск,Huda Beauty,5469774798677809,44,100
4486,Sephora,"('59.92824665,30.35999192', '16:15')",Маскара,Violet Voss,4274812581967502,98,1505
4487,Подружка,"('59.9604693,30.3164542', '20:09')",Шампунь,IT Cosmetics,4272582641658421,88,200
4488,Subbota,"('59.9538908,30.296822', '14:00')",Пальто,Loewe,5189806762613031,96,700
4489,Котофото,"('59.9252998,30.3170072', '16:42')",Фотокамера,Pro Comp,4274708706513578,61,26495
4490,Subbota,"('59.9538908,30.296822', '14:00')",Футболка,Rag & Bone,5106394731721368,26,2299
4491,М.Видео,"('59.9907784,30.2061089', '15:19')",Фотокамера,GT Radial,4279365586643050,46,2599
